province,year,mean_day_of_year,median_day_of_year,std_day_of_year,min_day_of_year,max_day_of_year,station_count,record_count
山口県,2016,94.0,94.0,,94,94,1,1
山口県,2017,97.0,97.0,,97,97,1,1
山口県,2018,88.0,88.0,,88,88,1,1
山口県,2019,95.0,95.0,,95,95,1,1
山口県,2020,96.0,96.0,,96,96,1,1
山口県,2021,85.0,85.0,,85,85,1,1
山口県,2022,91.0,91.0,,91,91,1,1
山口県,2023,90.0,90.0,,90,90,1,1
山口県,2024,96.0,96.0,,96,96,1,1
山口県,2025,94.0,94.0,,94,94,1,1
山形県,1953,114.5,114.5,3.54,112,117,2,2
山形県,1954,108.0,108.0,0.0,108,108,2,2
山形県,1955,105.0,105.0,0.0,105,105,2,2
山形県,1956,112.0,112.0,0.0,112,112,2,2
山形県,1957,115.0,115.0,2.83,113,117,2,2
山形県,1958,114.33,113.0,3.21,112,118,3,3
山形県,1959,106.33,106.0,4.51,102,111,3,3
山形県,1960,115.67,115.0,4.04,112,120,3,3
山形県,1961,113.0,111.0,4.36,110,118,3,3
山形県,1962,113.67,112.0,2.89,112,117,3,3
山形県,1963,111.0,108.0,6.08,107,118,3,3
山形県,1964,110.67,109.0,3.79,108,115,3,3
山形県,1965,124.33,122.0,4.04,122,129,3,3
山形県,1966,113.0,112.0,2.65,111,116,3,3
山形県,1967,113.33,114.0,3.06,110,116,3,3
山形県,1968,113.67,112.0,4.73,110,119,3,3
山形県,1969,115.67,115.0,2.08,114,118,3,3
山形県,1970,119.33,118.0,3.21,117,123,3,3
山形県,1971,115.0,114.0,2.65,113,118,3,3
山形県,1972,109.33,110.0,1.15,108,110,3,3
山形県,1973,112.33,111.0,2.31,111,115,3,3
山形県,1974,119.33,118.0,4.16,116,124,3,3
山形県,1975,113.0,112.0,3.61,110,117,3,3
山形県,1976,116.0,114.0,4.36,113,121,3,3
山形県,1977,114.0,112.0,5.29,110,120,3,3
山形県,1978,118.0,117.0,3.61,115,122,3,3
山形県,1979,112.0,111.0,2.65,110,115,3,3
山形県,1980,119.0,118.0,4.58,115,124,3,3
山形県,1981,116.67,116.0,5.03,112,122,3,3
山形県,1982,112.0,111.0,3.61,109,116,3,3
山形県,1983,109.67,108.0,2.89,108,113,3,3
山形県,1984,126.33,125.0,5.13,122,132,3,3
山形県,1985,113.33,112.0,5.13,109,119,3,3
山形県,1986,115.67,114.0,3.79,113,120,3,3
山形県,1987,111.0,108.0,5.2,108,117,3,3
山形県,1988,118.67,118.0,2.08,117,121,3,3
山形県,1989,104.33,103.0,4.16,101,109,3,3
山形県,1990,103.33,102.0,3.21,101,107,3,3
山形県,1991,108.67,107.0,2.89,107,112,3,3
山形県,1992,109.67,107.0,4.62,107,115,3,3
山形県,1993,112.0,110.0,3.46,110,116,3,3
山形県,1994,110.67,109.0,3.79,108,115,3,3
山形県,1995,112.0,111.0,2.65,110,115,3,3
山形県,1996,117.67,116.0,2.89,116,121,3,3
山形県,1997,111.67,109.0,5.51,108,118,3,3
山形県,1998,103.0,103.0,0.0,103,103,2,2
山形県,1999,108.0,108.0,0.0,108,108,2,2
山形県,2000,114.0,114.0,1.41,113,115,2,2
山形県,2001,105.0,105.0,0.0,105,105,2,2
山形県,2002,97.0,97.0,1.41,96,98,2,2
山形県,2003,106.5,106.5,0.71,106,107,2,2
山形県,2004,103.5,103.5,0.71,103,104,2,2
山形県,2005,114.0,114.0,1.41,113,115,2,2
山形県,2006,112.0,112.0,1.41,111,113,2,2
山形県,2007,109.0,109.0,0.0,109,109,2,2
山形県,2008,105.5,105.5,2.12,104,107,2,2
山形県,2009,103.5,103.5,0.71,103,104,2,2
山形県,2010,115.0,115.0,,115,115,1,1
山形県,2011,115.0,115.0,,115,115,1,1
山形県,2012,117.0,117.0,,117,117,1,1
山形県,2013,109.0,109.0,,109,109,1,1
山形県,2014,107.0,107.0,,107,107,1,1
山形県,2015,105.0,105.0,,105,105,1,1
山形県,2016,101.0,101.0,,101,101,1,1
山形県,2017,107.0,107.0,,107,107,1,1
山形県,2018,101.0,101.0,,101,101,1,1
山形県,2019,107.0,107.0,,107,107,1,1
山形県,2020,100.0,100.0,,100,100,1,1
山形県,2021,95.0,95.0,,95,95,1,1
山形県,2022,103.0,103.0,,103,103,1,1
山形県,2023,95.0,95.0,,95,95,1,1
山形県,2024,101.0,101.0,,101,101,1,1
山形県,2025,104.0,104.0,,104,104,1,1
山梨県,1953,98.0,98.0,,98,98,1,1
山梨県,1954,94.0,94.0,,94,94,1,1
山梨県,1955,93.0,93.0,,93,93,1,1
山梨県,1956,98.0,98.0,,98,98,1,1
山梨県,1957,99.0,99.0,,99,99,1,1
山梨県,1958,95.0,95.0,,95,95,1,1
山梨県,1959,89.0,89.0,,89,89,1,1
山梨県,1960,91.0,91.0,,91,91,1,1
山梨県,1961,96.0,96.0,,96,96,1,1
山梨県,1962,98.0,98.0,,98,98,1,1
山梨県,1963,96.0,96.0,,96,96,1,1
山梨県,1964,96.0,96.0,,96,96,1,1
山梨県,1965,102.0,102.0,,102,102,1,1
山梨県,1966,92.0,92.0,,92,92,1,1
山梨県,1967,94.0,94.0,,94,94,1,1
山梨県,1968,97.0,97.0,,97,97,1,1
山梨県,1969,99.0,99.0,,99,99,1,1
山梨県,1970,102.0,102.0,,102,102,1,1
山梨県,1971,92.0,92.0,,92,92,1,1
山梨県,1972,91.0,91.0,,91,91,1,1
山梨県,1973,95.0,95.0,,95,95,1,1
山梨県,1974,96.0,96.0,,96,96,1,1
山梨県,1975,96.0,96.0,,96,96,1,1
山梨県,1976,91.0,91.0,,91,91,1,1
山梨県,1977,91.0,91.0,,91,91,1,1
山梨県,1978,100.0,100.0,,100,100,1,1
山梨県,1979,91.0,91.0,,91,91,1,1
山梨県,1980,96.0,96.0,,96,96,1,1
山梨県,1981,96.0,96.0,,96,96,1,1
山梨県,1982,91.0,91.0,,91,91,1,1
山梨県,1983,98.0,98.0,,98,98,1,1
山梨県,1984,107.0,107.0,,107,107,1,1
山梨県,1985,96.0,96.0,,96,96,1,1
山梨県,1986,102.0,102.0,,102,102,1,1
山梨県,1987,95.0,95.0,,95,95,1,1
山梨県,1988,102.0,102.0,,102,102,1,1
山梨県,1989,91.0,91.0,,91,91,1,1
山梨県,1990,85.0,85.0,,85,85,1,1
山梨県,1991,95.0,95.0,,95,95,1,1
山梨県,1992,92.0,92.0,,92,92,1,1
山梨県,1993,92.0,92.0,,92,92,1,1
山梨県,1994,94.0,94.0,,94,94,1,1
山梨県,1995,97.0,97.0,,97,97,1,1
山梨県,1996,99.0,99.0,,99,99,1,1
山梨県,1997,89.0,89.0,,89,89,1,1
山梨県,1998,89.0,89.0,,89,89,1,1
山梨県,1999,87.0,87.0,,87,87,1,1
山梨県,2000,98.0,98.0,,98,98,1,1
山梨県,2001,92.0,92.0,,92,92,1,1
山梨県,2002,81.0,81.0,,81,81,1,1
山梨県,2003,91.0,91.0,,91,91,1,1
山梨県,2004,91.0,91.0,,91,91,1,1
山梨県,2005,97.0,97.0,,97,97,1,1
山梨県,2006,88.0,88.0,,88,88,1,1
山梨県,2007,89.0,89.0,,89,89,1,1
山梨県,2008,88.0,88.0,,88,88,1,1
山梨県,2009,90.0,90.0,,90,90,1,1
山梨県,2010,87.0,87.0,,87,87,1,1
山梨県,2011,98.0,98.0,,98,98,1,1
山梨県,2012,98.0,98.0,,98,98,1,1
山梨県,2013,85.0,85.0,,85,85,1,1
山梨県,2014,94.0,94.0,,94,94,1,1
山梨県,2015,90.0,90.0,,90,90,1,1
山梨県,2016,94.0,94.0,,94,94,1,1
山梨県,2017,99.0,99.0,,99,99,1,1
山梨県,2018,88.0,88.0,,88,88,1,1
山梨県,2019,97.0,97.0,,97,97,1,1
山梨県,2020,93.0,93.0,,93,93,1,1
山梨県,2021,88.0,88.0,,88,88,1,1
山梨県,2022,87.0,87.0,,87,87,1,1
山梨県,2023,83.0,83.0,,83,83,1,1
山梨県,2024,96.0,96.0,,96,96,1,1
山梨県,2025,94.0,94.0,,94,94,1,1
岐阜県,1953,108.0,108.0,12.73,99,117,2,2
岐阜県,1954,103.0,103.0,11.31,95,111,2,2
岐阜県,1955,97.5,97.5,9.19,91,104,2,2
岐阜県,1956,106.5,106.5,12.02,98,115,2,2
岐阜県,1957,108.0,108.0,8.49,102,114,2,2
岐阜県,1958,102.5,102.5,6.36,98,107,2,2
岐阜県,1959,98.0,98.0,7.07,93,103,2,2
岐阜県,1960,100.0,100.0,8.49,94,106,2,2
岐阜県,1961,103.0,103.0,8.49,97,109,2,2
岐阜県,1962,106.0,106.0,5.66,102,110,2,2
岐阜県,1963,104.5,104.5,7.78,99,110,2,2
岐阜県,1964,102.5,102.5,3.54,100,105,2,2
岐阜県,1965,113.5,113.5,10.61,106,121,2,2
岐阜県,1966,103.5,103.5,10.61,96,111,2,2
岐阜県,1967,101.5,101.5,9.19,95,108,2,2
岐阜県,1968,106.5,106.5,9.19,100,113,2,2
岐阜県,1969,106.0,106.0,7.07,101,111,2,2
岐阜県,1970,112.5,112.5,10.61,105,120,2,2
岐阜県,1971,102.5,102.5,7.78,97,108,2,2
岐阜県,1972,102.0,102.0,8.49,96,108,2,2
岐阜県,1973,102.5,102.5,6.36,98,107,2,2
岐阜県,1974,107.0,107.0,9.9,100,114,2,2
岐阜県,1975,104.5,104.5,9.19,98,111,2,2
岐阜県,1976,102.5,102.5,13.44,93,112,2,2
岐阜県,1977,100.5,100.5,12.02,92,109,2,2
岐阜県,1978,109.5,109.5,12.02,101,118,2,2
岐阜県,1979,99.0,99.0,5.66,95,103,2,2
岐阜県,1980,105.5,105.5,10.61,98,113,2,2
岐阜県,1981,107.0,107.0,14.14,97,117,2,2
岐阜県,1982,101.0,101.0,16.97,89,113,2,2
岐阜県,1983,102.5,102.5,7.78,97,108,2,2
岐阜県,1984,115.0,115.0,11.31,107,123,2,2
岐阜県,1985,102.5,102.5,10.61,95,110,2,2
岐阜県,1986,105.5,105.5,12.02,97,114,2,2
岐阜県,1987,102.5,102.5,9.19,96,109,2,2
岐阜県,1988,109.0,109.0,11.31,101,117,2,2
岐阜県,1989,97.0,97.0,12.73,88,106,2,2
岐阜県,1990,95.0,95.0,12.73,86,104,2,2
岐阜県,1991,101.5,101.5,7.78,96,107,2,2
岐阜県,1992,98.5,98.5,10.61,91,106,2,2
岐阜県,1993,105.5,105.5,14.85,95,116,2,2
岐阜県,1994,103.5,103.5,12.02,95,112,2,2
岐阜県,1995,104.5,104.5,13.44,95,114,2,2
岐阜県,1996,110.0,110.0,15.56,99,121,2,2
岐阜県,1997,99.5,99.5,14.85,89,110,2,2
岐阜県,1998,96.5,96.5,9.19,90,103,2,2
岐阜県,1999,99.0,99.0,11.31,91,107,2,2
岐阜県,2000,108.0,108.0,9.9,101,115,2,2
岐阜県,2001,101.5,101.5,7.78,96,107,2,2
岐阜県,2002,92.5,92.5,9.19,86,99,2,2
岐阜県,2003,100.0,100.0,14.14,90,110,2,2
岐阜県,2004,98.0,98.0,8.49,92,104,2,2
岐阜県,2005,103.5,103.5,7.78,98,109,2,2
岐阜県,2006,95.0,95.0,,95,95,1,1
岐阜県,2007,92.0,92.0,,92,92,1,1
岐阜県,2008,89.0,89.0,,89,89,1,1
岐阜県,2009,91.0,91.0,,91,91,1,1
岐阜県,2010,90.0,90.0,,90,90,1,1
岐阜県,2011,94.0,94.0,,94,94,1,1
岐阜県,2012,97.0,97.0,,97,97,1,1
岐阜県,2013,88.0,88.0,,88,88,1,1
岐阜県,2014,90.0,90.0,,90,90,1,1
岐阜県,2015,89.0,89.0,,89,89,1,1
岐阜県,2016,91.0,91.0,,91,91,1,1
岐阜県,2017,94.0,94.0,,94,94,1,1
岐阜県,2018,85.0,85.0,,85,85,1,1
岐阜県,2019,92.0,92.0,,92,92,1,1
岐阜県,2020,92.0,92.0,,92,92,1,1
岐阜県,2021,86.0,86.0,,86,86,1,1
岐阜県,2022,87.0,87.0,,87,87,1,1
岐阜県,2023,82.0,82.0,,82,82,1,1
岐阜県,2024,95.0,95.0,,95,95,1,1
岐阜県,2025,90.0,90.0,,90,90,1,1
岡山県,1953,99.0,99.0,,99,99,1,1
岡山県,1954,93.0,93.0,,93,93,1,1
岡山県,1955,93.0,93.0,,93,93,1,1
岡山県,1956,100.0,100.0,,100,100,1,1
岡山県,1957,100.0,100.0,,100,100,1,1
岡山県,1958,97.0,97.0,,97,97,1,1
岡山県,1959,92.0,92.0,,92,92,1,1
岡山県,1960,97.0,97.0,,97,97,1,1
岡山県,1961,97.0,97.0,,97,97,1,1
岡山県,1962,101.0,101.0,,101,101,1,1
岡山県,1963,101.0,101.0,,101,101,1,1
岡山県,1964,97.0,97.0,,97,97,1,1
岡山県,1965,105.0,105.0,,105,105,1,1
岡山県,1966,93.0,93.0,,93,93,1,1
岡山県,1967,97.0,97.0,,97,97,1,1
岡山県,1968,100.0,100.0,,100,100,1,1
岡山県,1969,102.0,102.0,,102,102,1,1
岡山県,1970,104.0,104.0,,104,104,1,1
岡山県,1971,98.0,98.0,,98,98,1,1
岡山県,1972,98.0,98.0,,98,98,1,1
岡山県,1973,96.0,96.0,,96,96,1,1
岡山県,1974,101.0,101.0,,101,101,1,1
岡山県,1975,100.0,100.0,,100,100,1,1
岡山県,1976,98.0,98.0,,98,98,1,1
岡山県,1977,95.0,95.0,,95,95,1,1
岡山県,1978,100.0,100.0,,100,100,1,1
岡山県,1979,95.0,95.0,,95,95,1,1
岡山県,1980,100.0,100.0,,100,100,1,1
岡山県,1981,98.0,98.0,,98,98,1,1
岡山県,1982,92.0,92.0,,92,92,1,1
岡山県,1983,98.0,98.0,,98,98,1,1
岡山県,1984,106.0,106.0,,106,106,1,1
岡山県,1985,99.0,99.0,,99,99,1,1
岡山県,1986,100.0,100.0,,100,100,1,1
岡山県,1987,95.0,95.0,,95,95,1,1
岡山県,1988,104.0,104.0,,104,104,1,1
岡山県,1989,92.0,92.0,,92,92,1,1
岡山県,1990,89.0,89.0,,89,89,1,1
岡山県,1991,97.0,97.0,,97,97,1,1
岡山県,1992,96.0,96.0,,96,96,1,1
岡山県,1993,98.0,98.0,,98,98,1,1
岡山県,1994,96.0,96.0,,96,96,1,1
岡山県,1995,98.0,98.0,,98,98,1,1
岡山県,1996,101.0,101.0,,101,101,1,1
岡山県,1997,94.0,94.0,,94,94,1,1
岡山県,1998,91.0,91.0,,91,91,1,1
岡山県,1999,93.0,93.0,,93,93,1,1
岡山県,2000,99.0,99.0,,99,99,1,1
岡山県,2001,96.0,96.0,,96,96,1,1
岡山県,2002,88.0,88.0,,88,88,1,1
岡山県,2003,95.0,95.0,,95,95,1,1
岡山県,2004,93.0,93.0,,93,93,1,1
岡山県,2005,99.0,99.0,,99,99,1,1
岡山県,2006,97.0,97.0,,97,97,1,1
岡山県,2007,94.0,94.0,,94,94,1,1
岡山県,2008,95.0,95.0,,95,95,1,1
岡山県,2009,95.0,95.0,,95,95,1,1
岡山県,2010,93.0,93.0,,93,93,1,1
岡山県,2011,97.0,97.0,,97,97,1,1
岡山県,2012,100.0,100.0,,100,100,1,1
岡山県,2013,90.0,90.0,,90,90,1,1
岡山県,2014,92.0,92.0,,92,92,1,1
岡山県,2015,92.0,92.0,,92,92,1,1
岡山県,2016,92.0,92.0,,92,92,1,1
岡山県,2017,97.0,97.0,,97,97,1,1
岡山県,2018,87.0,87.0,,87,87,1,1
岡山県,2019,95.0,95.0,,95,95,1,1
岡山県,2020,91.0,91.0,,91,91,1,1
岡山県,2021,88.0,88.0,,88,88,1,1
岡山県,2022,89.0,89.0,,89,89,1,1
岡山県,2023,86.0,86.0,,86,86,1,1
岡山県,2024,96.0,96.0,,96,96,1,1
岡山県,2025,95.0,95.0,,95,95,1,1
岩手県,1953,121.0,121.0,2.83,119,123,2,2
岩手県,1954,113.0,113.0,4.24,110,116,2,2
岩手県,1955,111.5,111.5,7.78,106,117,2,2
岩手県,1956,116.5,116.5,3.54,114,119,2,2
岩手県,1957,117.5,117.5,6.36,113,122,2,2
岩手県,1958,116.5,116.5,3.54,114,119,2,2
岩手県,1959,110.0,110.0,1.41,109,111,2,2
岩手県,1960,118.5,118.5,2.12,117,120,2,2
岩手県,1961,113.5,113.5,2.12,112,115,2,2
岩手県,1962,113.0,113.0,2.83,111,115,2,2
岩手県,1963,109.5,109.5,2.12,108,111,2,2
岩手県,1964,114.5,114.5,0.71,114,115,2,2
岩手県,1965,126.0,126.0,2.83,124,128,2,2
岩手県,1966,115.0,115.0,0.0,115,115,2,2
岩手県,1967,117.0,117.0,1.41,116,118,2,2
岩手県,1968,113.5,113.5,0.71,113,114,2,2
岩手県,1969,117.5,117.5,2.12,116,119,2,2
岩手県,1970,122.0,122.0,1.41,121,123,2,2
岩手県,1971,115.0,115.0,4.24,112,118,2,2
岩手県,1972,116.0,116.0,0.0,116,116,2,2
岩手県,1973,112.0,112.0,1.41,111,113,2,2
岩手県,1974,120.0,120.0,2.83,118,122,2,2
岩手県,1975,117.0,117.0,1.41,116,118,2,2
岩手県,1976,119.5,119.5,3.54,117,122,2,2
岩手県,1977,119.5,119.5,2.12,118,121,2,2
岩手県,1978,121.5,121.5,0.71,121,122,2,2
岩手県,1979,116.5,116.5,2.12,115,118,2,2
岩手県,1980,123.0,123.0,2.83,121,125,2,2
岩手県,1981,116.5,116.5,2.12,115,118,2,2
岩手県,1982,115.5,115.5,0.71,115,116,2,2
岩手県,1983,111.5,111.5,0.71,111,112,2,2
岩手県,1984,135.0,135.0,7.07,130,140,2,2
岩手県,1985,117.5,117.5,2.12,116,119,2,2
岩手県,1986,119.5,119.5,2.12,118,121,2,2
岩手県,1987,116.0,116.0,5.66,112,120,2,2
岩手県,1988,119.5,119.5,2.12,118,121,2,2
岩手県,1989,107.5,107.5,0.71,107,108,2,2
岩手県,1990,108.0,108.0,4.24,105,111,2,2
岩手県,1991,112.5,112.5,2.12,111,114,2,2
岩手県,1992,116.0,116.0,1.41,115,117,2,2
岩手県,1993,115.0,115.0,2.83,113,117,2,2
岩手県,1994,113.5,113.5,2.12,112,115,2,2
岩手県,1995,116.5,116.5,2.12,115,118,2,2
岩手県,1996,120.5,120.5,2.12,119,122,2,2
岩手県,1997,117.0,117.0,1.41,116,118,2,2
岩手県,1998,107.5,107.5,2.12,106,109,2,2
岩手県,1999,111.5,111.5,2.12,110,113,2,2
岩手県,2000,119.0,119.0,1.41,118,120,2,2
岩手県,2001,107.5,107.5,0.71,107,108,2,2
岩手県,2002,104.5,104.5,2.12,103,106,2,2
岩手県,2003,110.0,110.0,1.41,109,111,2,2
岩手県,2004,106.5,106.5,2.12,105,108,2,2
岩手県,2005,115.5,115.5,2.12,114,117,2,2
岩手県,2006,119.0,119.0,1.41,118,120,2,2
岩手県,2007,118.0,118.0,1.41,117,119,2,2
岩手県,2008,108.0,108.0,,108,108,1,1
岩手県,2009,108.0,108.0,,108,108,1,1
岩手県,2010,122.0,122.0,,122,122,1,1
岩手県,2011,119.0,119.0,,119,119,1,1
岩手県,2012,119.0,119.0,,119,119,1,1
岩手県,2013,122.0,122.0,,122,122,1,1
岩手県,2014,111.0,111.0,,111,111,1,1
岩手県,2015,106.0,106.0,,106,106,1,1
岩手県,2016,109.0,109.0,,109,109,1,1
岩手県,2017,114.0,114.0,,114,114,1,1
岩手県,2018,110.0,110.0,,110,110,1,1
岩手県,2019,112.0,112.0,,112,112,1,1
岩手県,2020,111.0,111.0,,111,111,1,1
岩手県,2021,103.0,103.0,,103,103,1,1
岩手県,2022,108.0,108.0,,108,108,1,1
岩手県,2023,96.0,96.0,,96,96,1,1
岩手県,2024,105.0,105.0,,105,105,1,1
岩手県,2025,109.0,109.0,,109,109,1,1
島根県,1953,99.67,99.0,8.02,92,108,3,3
島根県,1954,93.33,93.0,1.53,92,95,3,3
島根県,1955,96.0,97.0,3.61,92,99,3,3
島根県,1956,102.33,102.0,2.52,100,105,3,3
島根県,1957,105.0,105.0,2.0,103,107,3,3
島根県,1958,97.67,98.0,2.52,95,100,3,3
島根県,1959,93.0,93.0,0.0,93,93,2,2
島根県,1960,96.5,96.5,2.12,95,98,2,2
島根県,1961,97.0,97.0,4.24,94,100,2,2
島根県,1962,101.5,101.5,3.54,99,104,2,2
島根県,1963,102.0,102.0,2.83,100,104,2,2
島根県,1964,99.33,98.0,4.16,96,104,3,3
島根県,1965,105.33,107.0,3.79,101,108,3,3
島根県,1966,95.5,95.5,3.54,93,98,2,2
島根県,1967,96.0,95.0,1.73,95,98,3,3
島根県,1968,101.0,101.0,2.0,99,103,3,3
島根県,1969,103.67,104.0,1.53,102,105,3,3
島根県,1970,105.33,106.0,2.08,103,107,3,3
島根県,1971,101.0,102.0,2.65,98,103,3,3
島根県,1972,101.67,102.0,0.58,101,102,3,3
島根県,1973,98.0,97.0,2.65,96,101,3,3
島根県,1974,101.33,101.0,2.52,99,104,3,3
島根県,1975,100.33,101.0,2.08,98,102,3,3
島根県,1976,101.0,102.0,3.61,97,104,3,3
島根県,1977,95.0,95.0,3.0,92,98,3,3
島根県,1978,103.0,104.0,1.73,101,104,3,3
島根県,1979,95.33,95.0,1.53,94,97,3,3
島根県,1980,101.33,101.0,4.51,97,106,3,3
島根県,1981,100.33,102.0,3.79,96,103,3,3
島根県,1982,94.67,97.0,4.93,89,98,3,3
島根県,1983,100.33,101.0,2.08,98,102,3,3
島根県,1984,107.67,108.0,3.51,104,111,3,3
島根県,1985,101.0,101.0,2.0,99,103,3,3
島根県,1986,102.0,103.0,2.65,99,104,3,3
島根県,1987,96.67,97.0,0.58,96,97,3,3
島根県,1988,105.67,106.0,2.52,103,108,3,3
島根県,1989,93.33,93.0,1.53,92,95,3,3
島根県,1990,89.33,89.0,3.51,86,93,3,3
島根県,1991,102.67,102.0,2.08,101,105,3,3
島根県,1992,95.33,96.0,2.08,93,97,3,3
島根県,1993,103.0,104.0,2.65,100,105,3,3
島根県,1994,100.0,100.0,4.0,96,104,3,3
島根県,1995,100.67,100.0,2.08,99,103,3,3
島根県,1996,104.33,105.0,6.03,98,110,3,3
島根県,1997,96.33,97.0,2.08,94,98,3,3
島根県,1998,92.67,94.0,3.21,89,95,3,3
島根県,1999,96.0,96.0,3.0,93,99,3,3
島根県,2000,99.0,99.0,4.0,95,103,3,3
島根県,2001,95.67,96.0,2.52,93,98,3,3
島根県,2002,88.33,89.0,3.06,85,91,3,3
島根県,2003,96.0,96.0,3.0,93,99,3,3
島根県,2004,92.67,93.0,1.53,91,94,3,3
島根県,2005,99.0,98.0,2.65,97,102,3,3
島根県,2006,96.33,96.0,2.52,94,99,3,3
島根県,2007,94.67,93.0,4.73,91,100,3,3
島根県,2008,98.0,98.0,1.41,97,99,2,2
島根県,2009,96.0,96.0,,96,96,1,1
島根県,2010,93.0,93.0,,93,93,1,1
島根県,2011,102.0,102.0,,102,102,1,1
島根県,2012,101.0,101.0,,101,101,1,1
島根県,2013,90.0,90.0,,90,90,1,1
島根県,2014,92.0,92.0,,92,92,1,1
島根県,2015,92.0,92.0,,92,92,1,1
島根県,2016,90.0,90.0,,90,90,1,1
島根県,2017,97.0,97.0,,97,97,1,1
島根県,2018,88.0,88.0,,88,88,1,1
島根県,2019,91.0,91.0,,91,91,1,1
島根県,2020,90.0,90.0,,90,90,1,1
島根県,2021,86.0,86.0,,86,86,1,1
島根県,2022,90.0,90.0,,90,90,1,1
島根県,2023,86.0,86.0,,86,86,1,1
島根県,2024,94.0,94.0,,94,94,1,1
島根県,2025,92.0,92.0,,92,92,1,1
広島県,1953,101.0,101.0,,101,101,1,1
広島県,1954,96.0,96.0,,96,96,1,1
広島県,1955,96.0,96.0,,96,96,1,1
広島県,1956,102.0,102.0,,102,102,1,1
広島県,1957,101.0,101.0,,101,101,1,1
広島県,1958,97.0,97.0,,97,97,1,1
広島県,1959,93.0,93.0,,93,93,1,1
広島県,1960,99.0,99.0,,99,99,1,1
広島県,1961,96.0,96.0,,96,96,1,1
広島県,1962,102.0,102.0,,102,102,1,1
広島県,1963,98.0,98.0,,98,98,1,1
広島県,1964,97.0,97.0,,97,97,1,1
広島県,1965,107.0,107.0,,107,107,1,1
広島県,1966,97.0,97.0,,97,97,1,1
広島県,1967,98.0,98.0,,98,98,1,1
広島県,1968,98.0,98.0,,98,98,1,1
広島県,1969,103.0,103.0,,103,103,1,1
広島県,1970,104.0,104.0,,104,104,1,1
広島県,1971,97.0,97.0,,97,97,1,1
広島県,1972,98.0,98.0,,98,98,1,1
広島県,1973,93.0,93.0,,93,93,1,1
広島県,1974,97.0,97.0,,97,97,1,1
広島県,1975,98.0,98.0,,98,98,1,1
広島県,1976,95.0,95.0,,95,95,1,1
広島県,1977,92.0,92.0,,92,92,1,1
広島県,1978,100.0,100.0,,100,100,1,1
広島県,1979,97.0,97.0,,97,97,1,1
広島県,1980,97.0,97.0,,97,97,1,1
広島県,1981,95.0,95.0,,95,95,1,1
広島県,1982,91.0,91.0,,91,91,1,1
広島県,1983,98.0,98.0,,98,98,1,1
広島県,1984,105.0,105.0,,105,105,1,1
広島県,1985,98.0,98.0,,98,98,1,1
広島県,1986,98.0,98.0,,98,98,1,1
広島県,1987,95.0,95.0,,95,95,1,1
広島県,1988,101.0,101.0,,101,101,1,1
広島県,1989,91.0,91.0,,91,91,1,1
広島県,1990,90.0,90.0,,90,90,1,1
広島県,1991,97.0,97.0,,97,97,1,1
広島県,1992,94.0,94.0,,94,94,1,1
広島県,1993,94.0,94.0,,94,94,1,1
広島県,1994,94.0,94.0,,94,94,1,1
広島県,1995,98.0,98.0,,98,98,1,1
広島県,1996,99.0,99.0,,99,99,1,1
広島県,1997,91.0,91.0,,91,91,1,1
広島県,1998,88.0,88.0,,88,88,1,1
広島県,1999,94.0,94.0,,94,94,1,1
広島県,2000,95.0,95.0,,95,95,1,1
広島県,2001,91.0,91.0,,91,91,1,1
広島県,2002,86.0,86.0,,86,86,1,1
広島県,2003,91.0,91.0,,91,91,1,1
広島県,2004,91.0,91.0,,91,91,1,1
広島県,2005,99.0,99.0,,99,99,1,1
広島県,2006,96.0,96.0,,96,96,1,1
広島県,2007,92.0,92.0,,92,92,1,1
広島県,2008,93.0,93.0,,93,93,1,1
広島県,2009,95.0,95.0,,95,95,1,1
広島県,2010,92.0,92.0,,92,92,1,1
広島県,2011,100.0,100.0,,100,100,1,1
広島県,2012,100.0,100.0,,100,100,1,1
広島県,2013,88.0,88.0,,88,88,1,1
広島県,2014,89.0,89.0,,89,89,1,1
広島県,2015,89.0,89.0,,89,89,1,1
広島県,2016,93.0,93.0,,93,93,1,1
広島県,2017,97.0,97.0,,97,97,1,1
広島県,2018,87.0,87.0,,87,87,1,1
広島県,2019,93.0,93.0,,93,93,1,1
広島県,2020,94.0,94.0,,94,94,1,1
広島県,2021,84.0,84.0,,84,84,1,1
広島県,2022,88.0,88.0,,88,88,1,1
広島県,2023,87.0,87.0,,87,87,1,1
広島県,2024,96.0,96.0,,96,96,1,1
広島県,2025,92.0,92.0,,92,92,1,1
徳島県,1953,95.0,95.0,,95,95,1,1
徳島県,1954,95.0,95.0,,95,95,1,1
徳島県,1955,94.0,94.0,,94,94,1,1
徳島県,1956,98.0,98.0,,98,98,1,1
徳島県,1957,100.0,100.0,,100,100,1,1
徳島県,1958,96.0,96.0,,96,96,1,1
徳島県,1959,93.0,93.0,,93,93,1,1
徳島県,1960,94.0,94.0,,94,94,1,1
徳島県,1961,96.0,96.0,,96,96,1,1
徳島県,1962,99.0,99.0,,99,99,1,1
徳島県,1963,99.0,99.0,,99,99,1,1
徳島県,1964,96.0,96.0,,96,96,1,1
徳島県,1965,102.0,102.0,,102,102,1,1
徳島県,1966,87.0,87.0,,87,87,1,1
徳島県,1967,91.0,91.0,,91,91,1,1
徳島県,1968,96.0,96.0,,96,96,1,1
